Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
379956;2,72535E+12;CARE PLUS MEDICINA ASSISTENCIAL LTDA.;CARE PLUS MEDICINA ASSISTENCIAL LTDA.;Medicina de Grupo;ALAMEDA MAMORÃƒâ€°;687;12Ã‚Âª ANDAR - CJ 1201 A 1204;ALPHAVILLE;Barueri;SP;6454040;11;41979000;;ans@careplus.com.br;LUIZ ROBERTO FONSECA DE CAMARGO;DIRETOR PRESIDENTE;1;07/01/1999
389358;8,56424E+11;CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.;INPAO DENTAL;Odontologia de Grupo;AV. VEREADOR JOSÃƒâ€° DINIZ;3.300;CJ. 1801;CAMPO BELO;SÃƒÂ£o Paulo;SP;4604006;;;;ans@careplus.com.br;ROBERTO MILLER MACHADO TORRES;DIRETOR ;4;16/12/1998
422304;3,63E+13;CARING SAÃƒÅ¡DE ASSISTÃƒÅ NCIA MÃƒâ€°DICA LTDA.;;Medicina de Grupo;Rua da Assembleia;10;sala 3516;CENTRO;Rio de Janeiro;RJ;20011901;83;56085622;;relacionamento@caringsaude.com.br;KARLA KALYANNE DE QUEIROZ TEIXEIRA;ADMINISTRADOR;5;16/06/2020
327328;5,45543E+12;CASA DE SAÃƒÅ¡DE NOSSA SENHORA DE FÃƒÂTIMA  LTDA.;CASA DE SAÃƒÅ¡DE NOSSA SENHORA DE FÃƒÂTIMA .;Medicina de Grupo;R MANOEL INACIO BEZERRA;89;;CENTRO;Brejo Santo;CE;63260000;88;35310460;35310997;csnsf1@gmail.com;EDMILSON COSTA  MEDEIRO;DIRETOR ADMINISTRATIVO;6;04/01/1999
417165;9,11471E+12;CASE - CENTRAL DE ADMINISTRAÃƒâ€¡ÃƒÆ’O DE PLANO DE SAÃƒÅ¡DE LTDA;CASE SAÃƒÅ¡DE;Administradora de BenefÃƒÂ­cios;AVENIDA RIO BRANCO;81;16Ã‚Âº ANDAR;CENTRO;Rio de Janeiro;RJ;20040004;21;32169292;32169292;barbara.badaro@dasa.com.br;RAFAEL SAMPAIO DA MOTTA;REPRESENTANTE;5;12/02/2010
424269;5,71E+13;CASTELLANO ODONTO PLANOS DE SAUDE LTDA;ODONTO CARE;Odontologia de Grupo;AVENIDA GETULIO VARGAS;2561;;AGUA VERDE;Curitiba;PR;80240040;41;30140104;;marcelo@castellano.com.br;MARCELO CASTELLANO;SÃƒâ€œCIO ADMINISTRADOR;;27/11/2024
423637;4,99E+13;CASUFES SAÃƒÅ¡DE ADMINISTRADORA DE BENEFÃƒÂCIOS;CASUFES SAÃƒÅ¡DE;Administradora de BenefÃƒÂ­cios;Avenida Fernando Ferrari;1080;Sala 402 Setor Torre Norte ;Mata da Praia;VitÃƒÂ³ria;ES;29066380;27;33150017;;casufes@casufes.org.br;VALCERLI GERMANO GAICK;Presidente Conselho Diret;;21/08/2023
423220;4,54E+13;CATEDRAL ADMINISTRADORA DE BENEFÃƒÂCIOS LTDA;;Administradora de BenefÃƒÂ­cios;R GOIANINHA;15;;NOVA PARNAMIRIM;Parnamirim;RN;59150480;84;99104808;;contato@catedraladministradora.com.br;DOUGLAS DE SOUZA PIMENTA;SÃƒâ€œCIO ADMINISTRADOR;;05/05/2022
415952;6,42E+13;CDA - ASSISTÃƒÅ NCIA ODONTOLÃƒâ€œGICA LTDA - EPP;CDA ASSISTENCIA ODONTOLOGICA LTDA-EPP;Odontologia de Grupo;RUA BARÃƒÆ’O DE JAGUARA;655;SALA 1006, 1007, 1008 E 1010;CENTRO;Campinas;SP;13015001;19;32346437;32311588;cdacampinas@odontocda.com.br;ANTONIO MARCIO RODRIGUES;DIRETOR;5;08/03/2007
311472;1,90E+13;CEAM BRASIL - PLANOS DE SAÃƒÅ¡DE LTDA;CEAM BRASIL;Medicina de Grupo;PRAÃƒâ€¡A DR. CARLOS VICTOR;1;3Ã‚Âº ANDAR, SALA 1;VARGINHA;ItajubÃƒÂ¡;MG;37500000;35;36298109;36298040;contabilidade@ceambrasil.com.br;KAREN RUBIA BATISTA DE TOLEDO;DIRETORA ADMINISTRATIVA;6;18/12/1998
418749;6,81435E+12;CEDPLAN SAÃƒÅ¡DE LTDA EPP;;Medicina de Grupo;RUA QUINZE DE NOVEMBRO;126;LOJA 16;CENTRO;Barbacena;MG;36200074;32;33396250;;regulacao@cedplan.com.br;DAVID ALDRIN LOPES CARNEIRO;SÃƒâ€œCIO-ADMINISTRADOR ;6;11/01/2013
339270;4,23E+13;CELULOSE NIPO-BRASILEIRA S/A - CENIBRA;CENIBRA;AutogestÃƒÂ£o;RODOVIA BR 381 - KM;172;CAIXA POSTAL 100 - AGÃƒÅ NCIA CENIBRA;PERPETUO SOCORRO;Belo Oriente;MG;35196972;31;38295026;38295218;comunicacaosocial@cenibra.com.br;FERNANDO SÃƒâ€°RGIO DA MATA BOREL;GERENTE DEPARTAMENTO RECURSOS ;3;12/01/1999
417505;1,21E+13;CEMIG SAÃƒÅ¡DE;CEMIG SAÃƒÅ¡DE;AutogestÃƒÂ£o;AVENIDA BARBACENA;472;5Ã‚Âº AO 8Ã‚Âº E 12Ã‚Âº ANDARES;BARRO PRETO;Belo Horizonte;MG;30190130;31;32534923;32534949;orgaoregulador@cemigsaude.org.br;ANDERSON FERREIRA;REPRESENTANTE;1;13/08/2010
422436;4,94019E+12;CENIBRA LOGÃƒÂSTICA LTDA;CENIBRA LOG;AutogestÃƒÂ£o;RODOVIA BR 381 KM 172;S/N;CAIXA POSTAL  101;PERPÃƒâ€°TUO SOCORRO;Belo Oriente;MG;35162972;31;38295415;;beneficioscnblog@cenibra.com.br;WELINGTON JUNIOR DE OLIVEIRA;Gerente Financeiro e Admi;;22/10/2020
417092;1,05E+13;CENTRAL OPERADORA DE PLANOS DE SAÃƒÅ¡DE NORTE-NORDESTE LTDA;;Medicina de Grupo;AV. CARNEIRO DA CUNHA;55;ANDAR 1Ã‚Âº;TORRE;JoÃƒÂ£o Pessoa;PB;58040240;83;30482500;30482750;contato@opsnortenordeste.com.br;EVALDO ALVES TORQUATO;DIRETOR PRESIDENTE;4;09/09/2009
386596;3,66982E+11;CENTRAL REGIONAL DAS COOPERATIVAS MÃƒâ€°DICAS - UNIMED CERRADO;UNIMED CERRADO;Cooperativa MÃƒÂ©dica;RUA 8 A;111;QD 13-A LOTE 9/18;SETOR AEROPORTO;GoiÃƒÂ¢nia;GO;74075240;62;92883684;;danilo.firmino@unimedcerrado.coop.br;SHIRLEY GONÃƒâ€¡ALVES DE PÃƒÂDUA MIGUEL;DIRETORA PRESIDENTE;5;24/12/1998
392804;7,73639E+11;CENTRO CLÃƒÂNICO GAÃƒÅ¡CHO LTDA;CENTRO CLÃƒÂNICO GAÃƒÅ¡CHO;Medicina de Grupo;RUA DONA MARGARIDA;537;;NAVEGANTES;Porto Alegre;RS;90240611;14;32879212;32879231;ans@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL DA OPERADORA;4;29/12/1998
415910;2,56947E+12;CENTRO DE ENDOCRINOLOGIA DE JUNDIAÃƒÂ S/S LTDA;IDEAL VIDA E SAUDE;Medicina de Grupo;RUA AUGUSTO DA SILVA PALHARES;105;;JARDIM SAO BENTO;JundiaÃƒÂ­;SP;13202510;11;46072323;48163740;idealvidaesaude@terra.com.br;RONALDO MOISES;SOCIO ADMINISTRADOR;6;31/01/2007
350699;9,50062E+11;CENTRO HOSPITALAR ATIBAIA LTDA.;CLIMED SAÃƒÅ¡DE;Medicina de Grupo;RUA BAHIA;299;;RECREIO ESTORIL;Atibaia;SP;12944060;11;44121232;;juridico@sabinatibaia.com.br;FRANCISCO ESPINHA NETO;DIRETOR PRESIDENTE;5;24/12/1998
408883;2,75E+13;CENTRO MÃƒâ€°DICO FÃƒÂTIMA LTDA;;Medicina de Grupo;RUA DEZENOVE DE FEVEREIRO;126;PARTE;BOTAFOGO;Rio de Janeiro;RJ;22280030;21;21368686;22861250;atendimento@memorialsaudebotafogo.com.br;NEMER CHIDID FILHO;SOCIO ADMINISTRADOR;4;13/10/1999
314757;3,72E+13;CENTRO ODONTOLOGICO INTEGRADO LTDA;INTERDENTAL;Odontologia de Grupo;SRTVS, QUADRA 701-CONJ. E ;BLOCOS 2/4;SALAS 207/208 E 209;ASA SUL;BrasÃƒÂ­lia;DF;70340902;61;33212221;613212221;adm@interdentaldf.com.br;ANGELA THAISE FREIRE FERREIRA;SÃƒâ€œCIO-ADMINISTRADORA;4;29/12/1998
303623;6,26E+13;CENTRO TRASMONTANO DE SAO PAULO;CENTRO TRASMONTANO DE SAO PAULO;Medicina de Grupo;RUA TABATINGUERA;294;;CENTRO;SÃƒÂ£o Paulo;SP;1020903;11;31181519;31151515;ans@trasmontano.com.br;FERNANDO JOSÃƒâ€° MOREDO;PRESIDENTE;4;22/12/1998
401871;6,49E+13;CEORP - CENTRO ODONTOLOGICO LTDA;CEORP;Odontologia de Grupo;RUA DUQUE DE CAXIAS;1453;;CENTRO;RibeirÃƒÂ£o Preto;SP;14015020;16;36105362;36105362;ceorp@terra.com.br;NATHALIA BIAGINI SÃƒÂ MOSNA MACHADO;ADMINISTRADOR;6;11/03/1999
324892;4,38E+13;CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃƒÆ’O PAULO;CETESB;AutogestÃƒÂ£o;AV. PROFESSOR FREDERICO HERMANN JUNIOR;345;;ALTO DOS PINHEIROS;SÃƒÂ£o Paulo;SP;5459900;11;31333451;;ar_cetesb@sp.gov.br;THALES ANDRES CARRA;GERENTE DO DEPTO. DE GESTÃƒÆ’O RH;2;29/12/1998
310247;8,86E+13;CIRCULO OPERARIO CAXIENSE;CIRCULO OPERARIO CAXIENSE;Medicina de Grupo;RUA VISCONDE DE PELOTAS;809;;CENTRO;Caxias do Sul;RS;95020181;54;21010000;542233491;regulacaoprodutos@circulosaude.com.br;ALESSANDRO DANIEL CAVAGNOLLI;DIRETOR GERAL;5;24/12/1998
423963;4,04E+13;CLARO S.A;CLARO;AutogestÃƒÂ£o;R HENRI DUNANT;780;TORRE A E TORRE B;SANTO AMARO;SÃƒÂ£o Paulo;SP;4709110;;;;planoamap@planoamap.com.br;ALBERT CARVALHO JUNQUEIRA;Representante da Empresa ;;09/04/2024
419435;2,01E+13;CLASSE ADMINISTRADORA DE BENEFÃƒÂCIOS LTDA - ME;CLASSE ADMINISTRADORA;Administradora de BenefÃƒÂ­cios;SBS - QD 02 - BLOCO A;1;SL 205 -  ED. CASA DE SÃƒÆ’O PAULO;ASA SUL;BrasÃƒÂ­lia;DF;70070120;61;38791163;38791164;CANALANS@CLASSEADMINISTRADORA.COM.BR;FRANCISCO NOGUEIRA DA SILVA;REPRESENTANTE;4;04/08/2014
423327;4,34E+13;CLICSAUDE ADMINISTRADORA DE BENEFICIOS LTDA;CLICSAUDE ADMINISTRADORA DE BENEFICIOS;Administradora de BenefÃƒÂ­cios;RUA GUSTAVO AMBRUST;36;CONJ 02;NOVA CAMPINAS;Campinas;SP;13092106;19;971051974;;luciano@clicsaude.adm.br;LUCIANO ANTONIO BUZO;Diretor;;14/07/2022
410071;3,44795E+12;CLINICA ODONTOLOGICA ODONTOPLAN LTDA;ODONTOPLAN;Odontologia de Grupo;RUA BENTO GONÃƒâ€¡ALVES;1731;SALA 112;BOA VISTA;Novo Hamburgo;RS;93410395;;;30366610;ana@clinicaodontoplan.com.br;ANA GICIELI FRACALOSSI;SÃƒâ€œCIA ADMINISTRADORA;6;07/12/1999
340782;7,69E+13;CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;GNDI SUL;Medicina de Grupo;RUA XV DE NOVEMBRO;575;4Ã‚Âº E 5Ã‚Âº ANDARES ;CENTRO;Curitiba;PR;80020310;41;30213000;30213060;ans@hapvida.com.br;LUIZ CELSO DIAS LOPES;DIRETOR EXECUTIVO;4;22/12/1998
417891;9,58527E+12;CLUBE DE BENEFICIOS PARA COOP., ASS., CONS., SIND. E SEGUROS - CBCACSS;;Administradora de BenefÃƒÂ­cios;RUA DA ASSEMBLEIA;10;SALA 3811 - A;CENTRO;Rio de Janeiro;RJ;20011000;21;84282619;;CBCACSS@CBCACSS.COM.BR;ANTONIO CARLOS ANTUNES BASTOS;DIRETOR PRESIDENTE;3;22/02/2011
422461;3,80E+13;CLUBE SILVER ADMINISTRADORA DE PLANOS DE SAUDE LTDA;AMESAÃƒÅ¡DE;Administradora de BenefÃƒÂ­cios;RUA QUINZE DE NOVEMBRO;228;AP 304;CENTRO;NiterÃƒÂ³i;RJ;24020125;21;35531692;;carlaoliveira1986@gmail.com;CARLA NAZARÃƒâ€° OLIVEIRA DOS SANTOS;REPRESENTANTE LEGAL;;09/02/2021
415944;5,13E+13;CLÃƒÂNICA SÃƒÆ’O GABRIEL S/S LTDA;;Medicina de Grupo;PRAÃƒâ€¡A DA INDEPENDENCIA;17;;CENTRO;Ferraz de Vasconcelos;SP;8500901;11;46755166;46765514;info@saogabrielsaude.com.br;JOSE CARLOS ABISSAMRA;SOCIO-GERENTE;6;08/03/2007
419796;1,44E+13;COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA;CODEBA;AutogestÃƒÂ£o;AV. DA FRANÃƒÂ§A;1551;ESTAÃƒÂ§ÃƒÂ£O MARITIMA VISC. DE CAIRU;COMERCIO;Salvador;BA;40010000;71;33201294;33201302;JAILTON@CODEBA.COM.BR;NEWTON FERREIRA DIAS;DIRETOR ADMINISTRATIVO/ FINANC;;26/06/2015
330051;4,79E+13;COMPANHIA DE ENGENHARIA DE TRAFEGO - CET;;AutogestÃƒÂ£o;RUA BARÃƒÆ’O DE ITAPETININGA;18;;CENTRO;SÃƒÂ£o Paulo;SP;5425904;11;30302378;30302066;dcp@cetsp.com.br;RICARDO RIBEIRO;REPRESENTANTE;;28/12/1998
416509;2,73E+13;COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA;CODESA;AutogestÃƒÂ£o;AVENIDA GETULIO VARGAS;556;;CENTRO;VitÃƒÂ³ria;ES;29010945;27;31327300;;autogestao@vports.com.br;SAMUEL GONCALVES DE AGUIAR RIBEIRO;Supervisor de Am de Pessoal;5;22/01/2008
392405;2,82E+13;COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO;CESAN;AutogestÃƒÂ£o;AV. GOVERNADOR BLEY;186;3Ã‚Âº PAV;CENTRO;VitÃƒÂ³ria;ES;29010150;27;21275000;21275353;amscesan@cesan.com.br;LEANDRO REZENDE DE ABREU;GERENTE DE RECURSOS HUMANOS;1;28/12/1998
334189;2,65E+13;COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB;COMPANHIA NACIONAL DE ABASTECIMENTO - C0NAB;AutogestÃƒÂ£o;"SGAS QUADRA 901, CONJUNTO ""A"", EDIFÃƒÂCIO ";69;ASA SUL;PLANO PILOTO;BrasÃƒÂ­lia;DF;70390010;61;33126072;;conab.gesas@conab.gov.br;NILDA MARIA DOMINGOS MENDES;SUPERINT DE DESENV. DE PESSOAS;4;05/01/1999
420247;2,39E+13;COMPAR ADMINISTRADORA DE BENEFICIOS LTDA - ME;COMPAR ADMINISTRADORA DE BENEFICIOS;Administradora de BenefÃƒÂ­cios;RUA XV DE NOVEMBRO;1234;CONJ 1203, ANDAR 12, COND EUGENIA CAMPOS;CENTRO;Curitiba;PR;80060000;41;31140469;;COMPAR@COMPARADM.COM.BR;ALMIR RODRIGUES;REPRESENTANTE LEGAL;6;25/10/2016
390259;7,01E+13;COMSEDER - COOPERATIVA DE ASSISTÃƒÅ NCIA MÃƒâ€°DICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;COMSEDER;AutogestÃƒÂ£o;AV. MAXIMIANO DE FIGUEIREDO;311;CASA;CENTRO;JoÃƒÂ£o Pessoa;PB;58013470;83;32162904;32417196;comseder@comseder.com.br;FRANCISCO FERNANDES LISBOA;DIRETOR PRESIDENTE;5;29/12/1998
321931;2,96E+13;CONFERÃƒÅ NCIA SÃƒÆ’O JOSÃƒâ€° DO AVAÃƒÂ;HOSPITAL SÃƒÆ’O JOSÃƒâ€° DO AVAÃƒÂ;Filantropia;RUA CORONEL LUIZ FERRAZ;397;;CENTRO;Itaperuna;RJ;28300000;;;;saudeavai@saudeavai.com.br;AUGUSTO CLAUDIO DE ALMEIDA TINOCO;REPRESENTANTE JUNTO A ANS;5;16/12/1998
410624;3,61386E+12;CONFIANÃƒâ€¡A ASSISTÃƒÅ NCIA MÃƒâ€°DICO HOSPITALAR LTDA;CONFIANÃƒâ€¡A SAÃƒÅ¡DE;Medicina de Grupo;RUA LORENA;767;;PADRE EUSTÃƒÂQUIO;Belo Horizonte;MG;30730170;31;34112025;34112025;gerencia@confiancasaude.com.br;ROBERTO D'ASSUMPCAO GUIMARAES;ADMINISTRADOR ;4;21/02/2000
405931;6,05E+13;CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA;CONSTRUDENTE;Odontologia de Grupo;RUA VOLUNTÃƒÂRIOS DA PATRIA;2505;CS 19;SANTANA;SÃƒÂ£o Paulo;SP;2401000;11;30786904;30786904;lia@construdente.com.br;LIA ROSSI GILOS;SÃƒâ€œCIA ADMINISTRADORA;4;30/06/1999
418323;1,33E+13;CONTEM ADMINISTRADORA DE PLANOS DE SAÃƒÅ¡DE LTDA.;CONTEM ADMINISTRADORA DE BENEFICIOS;Administradora de BenefÃƒÂ­cios;RUA DO CARMO;8;10Ã‚Âº ANDAR;CENTRO;Rio de Janeiro;RJ;20011020;21;35274747;;juridico@grupocontem.com.br;ANDREA DOS SANTOS MOURA;PRESIDENTE;4;21/12/2011
407241;2,29825E+12;COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÃƒâ€œGICO;ODONTOCLASSIC;Cooperativa odontolÃƒÂ³gica;RUA RIO DE JANEIRO;821;;CENTRO;AvarÃƒÂ©;SP;18700130;14;9292;37332022;diretoria@odontoclassic.com.br;JOSE ROBERTO SOUTO SILVA;DIRETOR OPERACIONAL;5;16/08/1999
367087;8,72E+13;COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÃƒÅ NCIA Ãƒâ‚¬ SAÃƒÅ¡DE DO RIO GRANDE DO SUL LTDA.;UNIMED RIO GRANDE DO SUL;Cooperativa MÃƒÂ©dica;RUA SANTA TEREZINHA;340;;FARROUPILHA;Porto Alegre;RS;90040180;5;132011370;133303085;unimedrs@unimedrs.com.br;PAULO ROBERTO DE OLIVEIRA WEBSTER;REPRESENTANTE JUNTO A ANS;3;18/12/1998
353477;1,04172E+12;COOPERATIVA DE ASSISTÃƒÅ NCIA ODONTOLÃƒâ€œGICA VALE DO CAÃƒÂ LTDA - DENTSUL;DENTSUL;Cooperativa odontolÃƒÂ³gica;RUA CAPITAO PORFIRIO;1551;;CENTRO;Montenegro;RS;95780000;51;36322297;516322297;gerencia@dentsul.com.br;DENISE GIRON;PRESIDENTE;5;22/12/1998
418242;1,75009E+12;COOPERATIVA DE SAÃƒÅ¡DE ODONTOLÃƒâ€œGICA - UNIODONTO RORAIMA;UNIODONTO DE RORAIMA;Cooperativa odontolÃƒÂ³gica;AVENIDA CAPITÃƒÆ’O JULIO BEZERRA;952;;SÃƒÆ’O FRANCISCO;Boa Vista;RR;69305025;95;36234900;36234900;diretoria@uniodontorr.com.br;GILENIO PINHEIRO DA SILVA;PRESIDENTE;6;27/09/2011
313084;2,51E+13;COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÃƒÂNA - UNIMED ARAGUAÃƒÂNA;UNIMED DE ARAGUAINA;Cooperativa MÃƒÂ©dica;AVENIDA TOCANTINS;1232;LT- 17 QD RT-1;CENTRO;AraguaÃƒÂ­na;TO;77803120;;;;gerente@unimedaraguaina.com.br;RENATO BORGES AZEVEDO;PRESIDENTE;5;24/12/1998
318213;8,52E+13;COOPERATIVA DE TRABALHO MEDICO REGIÃƒÆ’O DO PLANALTO SERRANO;UNIMED LAGES;Cooperativa MÃƒÂ©dica;RUA FREI GABRIEL;115;;CENTRO;Lages;SC;88502030;49;32216600;;adriana.zampirolo@unimedlages.coop.br;ALCEU FERNANDES FILHO;PRESIDENTE;5;17/12/1998
337188;2,15E+13;COOPERATIVA DE TRABALHO MÃƒâ€°DICO DE POUSO ALEGRE;UNIMED SUL MINEIRA;Cooperativa MÃƒÂ©dica;AV. MARECHAL CASTELO BRANCO;75;;CEL EVARISTO AZEVEDO JUNQUEIRA;Pouso Alegre;MG;37550275;35;34491800;;unimed@unimedsulmineira.com.br;MARCELO COUTO LUNA DE ALMEIDA;DIRETOR PRESIDENTE;5;18/12/1998
317012;8,52E+13;COOPERATIVA DE TRABALHO MÃƒâ€°DICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;UNIMED PLANALTO NORTE;Cooperativa MÃƒÂ©dica;AVENIDA DOM PEDRO II;373;-;CENTRO;SÃƒÂ£o Bento do Sul;SC;89280136;47;36314183;36314183;alisson.schneider@upn.unimedsc.com.br;ERI GARCIA BUEMO;PRESIDENTE;5;17/12/1998
419028;2,59E+13;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÃƒÂ;;Cooperativa odontolÃƒÂ³gica;RUA ALCIDES FARIA;240;;VARGINHA;ItajubÃƒÂ¡;MG;37501058;35;36220258;36220258;uniodonto@uniodontoitajuba.com.br;ALEXANDRE JULIO DIELLE;DIRETOR PRESIDENTE;5;11/09/2013
359459;2,72504E+12;COOPERATIVA DOS CIRURGIÃƒâ€¢ES DENTISTAS DO ESTADO DE SERGIPE;COOPERDONTO;Cooperativa odontolÃƒÂ³gica;AVENIDA BARÃƒÆ’O DE MARUIM;993;;CENTRO;Aracaju;SE;49015040;79;32146343;32145556;contato@cooperdonto-se.com.br;JOÃƒÆ’O TELES DE MELO FILHO;PRESIDENTE;3;30/12/1998
404241;7,24E+13;COOPERATIVA DOS USUÃƒÂRIOS DE SERVIÃƒâ€¡OS DE SAÃƒÅ¡DE DO VALE DO RIO DOS SINOS LTDA;COOPERSINOS LTDA;AutogestÃƒÂ£o;AV. UNISINOS;950;CENTRO COMUNITÃƒÂ;CRISTO REI;SÃƒÂ£o Leopoldo;RS;93022000;51;35908509;35908590;clovisk@unisinos.br;CLÃƒâ€œVIS ANTÃƒâ€NIO KRONBAUER;PRESIDENTE;6;19/05/1999
406805;3,26862E+12;COOPERATIVA DOS USUÃƒÂRIOS DE SERVIÃƒâ€¡OS DE SAÃƒÅ¡DE LTDA.;COOPUSAÃƒÅ¡DE;Medicina de Grupo;PEDRO ALVARES CABRAL;900;;CENTRO;Erechim;RS;99700252;54;35202900;35226869;administracao@coopusaude.coop.br;DILVA MARIA GALINA LOCH;VICE-PRESIDENTE;5;02/08/1999
400572;2,94718E+12;COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÃƒâ€œGICA DE BOTUCATU;EVIDENTE;Cooperativa odontolÃƒÂ³gica;RUA DR CARDOSO DE ALMEIDA;579;;CENTRO;Botucatu;SP;18600005;14;38824142;38824142;evidente@evidente.com.br;JOÃƒÆ’O ANTONIO GODOY;PRESIDENTE;5;18/02/1999
342335;1,5016E+12;COOPERATIVA ODONTOLÃƒâ€œGICA DE GARANHUNS E AGRESTE MERIDIONAL.;UNIODONTO GARANHUNS;Cooperativa odontolÃƒÂ³gica;R DR JOSE MARIANO;193;;SAO JOSE;Garanhuns;PE;55293335;87;37621760;37621760;uniodonto@uniodontogaranhuns.coop.br;DANIEL VALENCA ARRUDA VIEIRA;PRESIDENTE;5;18/12/1998
365785;2,25485E+12;COOPERATIVA ODONTOLÃƒâ€œGICA DO ESTADO DO AMAPÃƒÂ;UNIODONTO AMAPÃƒÂ;Cooperativa odontolÃƒÂ³gica;RUA MARCELO CÃƒâ€šNDIA;925;;SANTA RITA;MacapÃƒÂ¡;AP;68901341;96;91515691;;uniodontoap@uniodontoap.com.br;CLAUDIO VALENTE CALANDRINI DE AZEVEDO;DIRETOR PRESIDENTE;6;04/01/1999
409791;3,49403E+12;COOPERATIVA ODONTOLÃƒâ€œGICA POÃƒâ€¡OS DE CALDAS;UNIODONTO POÃƒâ€¡OS DE CALDAS;Cooperativa odontolÃƒÂ³gica;RUA PARAIBA ;212;;CENTRO ;PoÃƒÂ§os de Caldas;MG;37701726;35;37167222;37167222;ouvidoria@uniodontopocos.com.br;FERNANDO DE PAIVA POSSO;PRESIDENTE;5;11/11/1999
402010;4,91998E+11;COOPERATIVA ODONTOLÃƒâ€œGICA REGIÃƒÆ’O SUL DA BAHIA - UNIODONTO;UNIODONTO ITABUNA;Cooperativa odontolÃƒÂ³gica;RUA MARIÃƒÂ FERREIRA;245;1Ã‚Âº ANDAR;CENTRO;Itabuna;BA;45600120;7;336134760;36134760;uniodontoitb@gmail.com;MARIO AUGUSTO DIAS BRUM;PRESIDENTE;5;12/03/1999
353892;1,91E+13;COOPERCISO - CENTRO INTEGRADO DE SERVIÃƒâ€¡O ODONTOLÃƒâ€œGICO S/S LTDA.;COOPERCISO;Odontologia de Grupo;RUA JAIME MARTINS RIÃƒÅ RA;31;;BOA VISTA;ItajubÃƒÂ¡;MG;37505042;35;36234600;36234600;cooperciso@cooperciso.com.br;LUCAS PEREIRA GONÃƒâ€¡ALVES;DIRETOR ADMINISTRATIVO;5;25/01/1999
418757;7,35E+13;CORPLIFE ADMINISTRADORA DE BENEFÃƒÂCIOS LTDA ;CORPLIFE ADMINISTRADORA DE BENEFÃƒÂCIOS LTDA ;Administradora de BenefÃƒÂ­cios;RUA VITÃƒâ€œRIA;2296;;NEVA;Cascavel;PR;85802229;45;32240204;;corplife@corplife.com.br;ARISTIDES ALVES DOS REIS;ADMINISTRADOR;6;11/01/2013
418960;1,77E+13;CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE LTDA;;Administradora de BenefÃƒÂ­cios;ALAMEDA RIO NEGRO;500;9Ã‚Âº ANDAR / SALA 901 A 916 / TORRE 2;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6454000;11;43494200;;valquiria.brovini@corpesaude.com.br;DIRCEU CANAL;SÃƒÂ³CIO ADMINISTRADOR;4;01/08/2013
368181;1,90E+13;CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA;CROE-CENTRO DE REABILITAÃƒâ€¡AO ORAL ESPECIALIZADO LTDA;Odontologia de Grupo;OSCAR VIDAL ;252;Sala 201;CENTRO;Juiz de Fora;MG;36016290;32;33116699;;ceaccroe@croe.com.br;CLAUDIA CABRINI PINTO DE LUCCA;SOCIO QUOTISTA;6;05/01/1999
397245;6,91E+13;CROWN ODONTOLOGIA DE GRUPO LTDA;CROWN ODONTOLOGIA DE GRUPO LTDA;Odontologia de Grupo;RUA PEQUETITA;145;CONJ. 101;JARDIM PROF BENOÃƒÂ;SÃƒÂ£o Paulo;SP;4552060;11;28132000;28132001;crown@crownodonto.com.br;WALTER CARMO CORIOLANO JUNIOR;SOCIO ADMINISTRADOR;4;24/12/1998
421952;3,38E+13;CRZ PLANO ODONTOLÃƒâ€œGICO LTDA;CRUZ DENTAL;Odontologia de Grupo;AVENIDA RODOVALHO;722;SALA 13;VILA MOEMA;TubarÃƒÂ£o;SC;88705091;48;31910205;;crzdental@gmail.com;DANIELE NIEHUES CRUZ;SÃƒâ€œCIA-ADMINISTRADORA;5;03/12/2019
